name,typeString,addressLineOne,addressLineTwo,city,state,zipFive,zipFour,county,isPoBoxLocation,phone,drivingDirectionsLink,grantNumber,delegateNumber,programName,programAddressLineOne,programAddressLineTwo,programCity,programState,programZipFive,programZipFour,programCounty,programPhone,programRegistrationPhone,latitude,longitude
Lake Mills Elementary Center,,229 Fremont St,,Lake Mills,WI,53551,1126,Jefferson County,,(920) 648-2338,,05CH011340,0,Cooperative Educational Service Agency #2,1541 Annex Road,,Jefferson,WI,53549,9618,Jefferson County,(920) 648-2338,(920)674-5577,43.0841,-88.9138
Westosha Head Start Center,,30100 Wilmot Road,,Wilmot,WI,53192,-1,Kenosha County,,(262) 862-6168,,05CH011340,0,Cooperative Educational Service Agency #2,1541 Annex Road,,Jefferson,WI,53549,9618,Jefferson County,(262) 862-6168,(920)674-5577,42.5119,-88.1746
Limon Head Start,,1741 9th St,,Limon,CO,80828,5047,Lincoln County,,(719) 775-0222,,08CH011344,1,Limon Head Start,1741 9th St,,Limon,CO,80828,-1,Lincoln County,(719) 775-0222,(719)775-0222,39.2699,-103.6987
Harrisburg,,885 Sommerville Loop,,Harrisburg,OR,97446,9575,Linn County,,(541) 995-8270,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 995-8270,(541)451-1581,44.2663,-123.1604
Jefferson,,615 N 2nd St,,Jefferson,OR,97352,9708,Marion County,,(541) 327-7924,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 327-7924,(541)451-1581,44.7228,-123.0088
Philomath,,1123 Main St,,Philomath,OR,97370,9810,Benton County,,(541) 929-7595,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 929-7595,(541)451-1581,44.5411,-123.37
Sunnyside,,44829 Quartzville Dr,,Foster,OR,97345,9737,Linn County,,(541) 367-8070,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 367-8070,(541)451-1581,44.4306,-122.6141
Riverside,,35140 Meadow Rd SW,,Albany,OR,97321,9406,Linn County,,(541) 967-0144,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 967-0144,(541)451-1581,44.5993,-123.1609
Lebanon,,153 W Joy St,,Lebanon,OR,97355,2900,Linn County,,(541) 259-2227,,10CH011326,0,KIDS & COMPANY OF LINN COUNTY,300 Market Street,Suite 200,Lebanon,OR,97355,2282,Linn County,(541) 259-2227,(541)451-1581,44.5103,-122.9076
High Point,,6400 Sylvan Way SW,,Seattle,WA,98126,4220,King County,,(206) 588-4900,,10CH011327,0,"NEIGHBORHOOD HOUSE, INC",1225 S Weller St,Ste 510,Seattle,WA,98144,1906,King County,(206) 588-4900,(206)461-8430 - 2040,47.545,-122.3718
Rainier Vista,,4410 29th Ave S,,Seattle,WA,98108,2002,King County,,(206) 461-4568,,10CH011327,0,"NEIGHBORHOOD HOUSE, INC",1225 S Weller St,Ste 510,Seattle,WA,98144,1906,King County,(206) 461-4568,(206)461-8430 - 2040,47.5632,-122.2959
New Holly,,7054 32nd Ave S,Suite 107,Seattle,WA,98118,3599,King County,,(206) 760-9330,,10CH011327,0,"NEIGHBORHOOD HOUSE, INC",1225 S Weller St,Ste 510,Seattle,WA,98144,1906,King County,(206) 760-9330,(206)461-8430 - 2040,47.5395,-122.2907
Corwin Center,,145 E Corwin St,,Circleville,OH,43113,1904,Pickaway County,,(740) 474-7411,,05CH011333,0,"Pickaway County Community Action Organization, Inc.",465 E Ohio St,Picca Head Start-Early Head Start,Circleville,OH,43113,2034,Pickaway County,(740) 474-7411,(740)474-9544 - 1101,39.596,-82.9466
Ashville Center,,97 Miller Ave,,Ashville,OH,43103,1263,Pickaway County,,(740) 983-2530,,05CH011333,0,"Pickaway County Community Action Organization, Inc.",465 E Ohio St,Picca Head Start-Early Head Start,Circleville,OH,43113,2034,Pickaway County,(740) 983-2530,(740)474-9544 - 1101,39.7149,-82.9625
Ohio Center,,465 E Ohio St,,Circleville,OH,43113,2034,Pickaway County,,(740) 474-9544,,05CH011333,0,"Pickaway County Community Action Organization, Inc.",465 E Ohio St,Picca Head Start-Early Head Start,Circleville,OH,43113,2034,Pickaway County,(740) 474-9544,(740)474-9544 - 1101,39.5928,-82.9381
Westfall Classroom,,9391 State Route 56,Westfall Elementary School,Williamsport,OH,43164,9743,Pickaway County,,(740) 986-4008,,05CH011333,0,"Pickaway County Community Action Organization, Inc.",465 E Ohio St,Picca Head Start-Early Head Start,Circleville,OH,43113,2034,Pickaway County,(740) 986-4008,(740)474-9544 - 1101,39.6567,-83.1256
Pittsfield Head Start,,23 Oneida St,,Pittsfield,NH,3263,3403,Merrimack County,,(603) 435-6618,,01CH011357,0,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",2 Industrial Park Dr,,Concord,NH,3301,8520,Merrimack County,(603) 435-6618,(603)225-3295 - 1128,43.3035,-71.3167
Lakes Region Family Center/Early Head Start/Head Start,,121 Belmont Rd,,Laconia,NH,3246,3725,Belknap County,,(603) 528-5334,,01CH011357,0,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",2 Industrial Park Dr,,Concord,NH,3301,8520,Merrimack County,(603) 528-5334,(603)225-3295 - 1128,43.5154,-71.4599
Concord Head Start/Early Head Start/Community Child Care,,67 Old Loudon Rd,,Concord,NH,3301,7811,Merrimack County,,(603) 224-6492,,01CH011357,0,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",2 Industrial Park Dr,,Concord,NH,3301,8520,Merrimack County,(603) 224-6492,(603)225-3295 - 1128,43.2329,-71.4861
Franklin Head Start/Early Head Start,,12 Rowell Dr,,Franklin,NH,3235,1227,Merrimack County,,(603) 934-2161,,01CH011357,0,"BELKNAP-MERRIMACK COUNTIES COMMUNITY ACTION PROGRAM, IN",2 Industrial Park Dr,,Concord,NH,3301,8520,Merrimack County,(603) 934-2161,(603)225-3295 - 1128,43.4506,-71.6429
Hillview,,77 Rideout Ave,,Lewiston,ME,4240,3462,Androscoggin County,,(207) 795-4040,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 795-4040,(207)795-4040 - 316,44.0988,-70.1659
FDC,,100 Valerie Cir,,Auburn,ME,4210,5201,Androscoggin County,,(207) 795-4040,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 795-4040,(207)795-4040 - 316,44.111,-70.2309
Coburn,,269 Bates St,,Lewiston,ME,4240,7331,Androscoggin County,,(207) 795-4040,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 795-4040,(207)795-4040 - 316,44.0932,-70.212
Spruce Mountain Pre-K,,107 Gibbs Mill Rd,,Livermore,ME,4253,3067,Androscoggin County,,(207) 897-3355,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 897-3355,(207)795-4040 - 316,44.4403,-70.2018
Webster,,48 Webster St,,Auburn,ME,4210,5419,Androscoggin County,,(207) 795-4040,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 795-4040,(207)795-4040 - 316,44.1015,-70.2312
Connors,,400 Bartlett St,,Lewiston,ME,4240,6662,Androscoggin County,,(207) 795-4040,,01CH011366,0,Androscoggin Head Start & Child Care,269 Bates Street,Coburn School,Lewiston,ME,4240,7331,Androscoggin County,(207) 795-4040,(207)795-4040 - 316,44.0889,-70.202
LONGS HEAD START,,131 Freemont Rd,,Longs,SC,29568,8371,Horry County,,(843) 399-3220,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 399-3220,(843)234-4100,33.925,-78.7506
WACCAMAW HEAD START,,2050 E Highway 501,,Conway,SC,29526,9521,Horry County,,(843) 349-7827,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 349-7827,(843)234-4100,33.8499,-79.0709
LANE HEAD START,,175 Edwin Rd,,Lane,SC,29564,4047,Williamsburg County,,(843) 387-5893,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 387-5893,(843)234-4100,33.5372,-79.8872
GREEN SEA HEAD START,,1131 Green Sea Rd,,Green Sea,SC,29545,5014,Horry County,,(843) 756-4770,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 756-4770,(843)234-4100,34.1259,-78.9779
ANDREWS HEAD START,,13072 County Line Rd,,Andrews,SC,29510,6811,Georgetown County,,(843) 264-3419,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 264-3419,(843)234-4100,33.4613,-79.572
GEORGETOWN HEAD START,,410 S Kaminski St,Bldg C,Georgetown,SC,29440,3433,Georgetown County,,(843) 545-1272,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 545-1272,(843)234-4100,33.3687,-79.2964
CHAVIS HEAD START/EARLY HEAD START CENTER,,2811 South State Hwy 41/51,,Hemingway,SC,29554,-1,Williamsburg County,,(843) 558-7307,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 558-7307,(843)234-4100,33.7282,-79.4489
CHOPPEE HEAD START CENTER,,8055 Choppee Rd,,Georgetown,SC,29440,1600,Georgetown County,,(843) 485-4231,,04CH011336,0,"Waccamaw Economic Opportunity Council, Inc.",1261 E Highway 501,,Conway,SC,29526,8362,Horry County,(843) 485-4231,(843)234-4100,33.5459,-79.3321
Blue Ridge Elementary School,,Blue Ridge Elementary School,5135 Ararat Hwy.,Ararat,VA,24053,-1,Patrick County,,(276) 251-5271,,03CH011369,0,Solutions That Empower People Inc.,200 Dent Street,,Rocky Mount,VA,24151,1209,Franklin County,(276) 251-5271,(540)483-5142,36.599,-80.5106
STEP Inc. Rocky Mount HS-EHS Site,,200 Dent St,,Rocky Mount,VA,24151,1285,Franklin County,,(540) 483-5142,,03CH011369,0,Solutions That Empower People Inc.,200 Dent Street,,Rocky Mount,VA,24151,1209,Franklin County,(540) 483-5142,(540)483-5142,36.9952,-79.8982
Patrick Springs Elem. School - HS Site,,75 Elementary Ln,Patrick Springs Elementary School,Patrick Springs,VA,24133,3718,Patrick County,,(276) 694-4119,,03CH011369,0,Solutions That Empower People Inc.,200 Dent Street,,Rocky Mount,VA,24151,1209,Franklin County,(276) 694-4119,(540)483-5142,36.6436,-80.1996
STEP Inc. Stuart HS - EHS Site,,4559 Wayside Rd,,Stuart,VA,24171,2899,Patrick County,,(276) 694-2239,,03CH011369,0,Solutions That Empower People Inc.,200 Dent Street,,Rocky Mount,VA,24151,1209,Franklin County,(276) 694-2239,(540)483-5142,36.6098,-80.2476
Nickelsville Head Start,,11477 Nickelsville Hwy,,Nickelsville,VA,24271,-1,Scott County,,(276) 479-2790,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 479-2790,(276)386-6051 - 12,36.7529,-82.4146
Duffield 1 & 2,,657 Duff Patt Hwy,,Duffield,VA,24244,5193,Scott County,,(276) 431-4212,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 431-4212,(276)386-6051 - 12,36.719,-82.796
Shoemaker 1 & 2 Head Start,,231 Bishop St,,Gate City,VA,24251,2719,Scott County,,(276) 386-2502,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 386-2502,(276)386-6051 - 12,36.6399,-82.5732
Dungannon,,302 Hanging Rock Pwy,,Dungannon,VA,24245,-1,Scott County,,(276) 467-2584,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 467-2584,(276)386-6051 - 12,36.8284,-82.4676
Shoemaker 4 Head Start,,218 Shoemaker Dr,,Gate City,VA,24251,2700,Scott County,,(276) 386-7283,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 386-7283,(276)386-6051 - 12,36.6411,-82.5764
Weber City Head Start,,305 Legion St,,Weber City,VA,24290,7329,Scott County,,(276) 690-2468,,03CH011328,0,Scott County Public Schools,305 Legion Street,,Weber City,VA,24290,-1,Scott County,(276) 690-2468,(276)386-6051 - 12,36.6264,-82.5532
Old Cedar Lane Head Start Center,,5451 Beaverkill Rd,,Columbia,MD,21044,2359,Howard County,,(410) 313-7246,,03CH011370,0,Community Action Council of Howard County,9820 Patuxent Woods Dr,Howard County Head Start,Columbia,MD,21046,1534,Howard County,(410) 313-7246,(410)313-6443,39.2249,-76.8861
Ellicott City Head Start,,8510 High Ridge Rd,,Ellicott City,MD,21043,3308,Howard County,,(410) 313-2750,,03CH011370,0,Community Action Council of Howard County,9820 Patuxent Woods Dr,Howard County Head Start,Columbia,MD,21046,1534,Howard County,(410) 313-2750,(410)313-6443,39.292,-76.805
Dasher Green Head Start,,6680 Cradlerock Way,,Columbia,MD,21045,4912,Howard County,,(410) 313-6210,,03CH011370,0,Community Action Council of Howard County,9820 Patuxent Woods Dr,Howard County Head Start,Columbia,MD,21046,1534,Howard County,(410) 313-6210,(410)313-6443,39.1919,-76.8442
Bauder Education Center at Long Reach,,8775 Cloudleap Ct,Ste 110,Columbia,MD,21045,3044,Howard County,,(410) 313-2730,,03CH011370,0,Community Action Council of Howard County,9820 Patuxent Woods Dr,Howard County Head Start,Columbia,MD,21046,1534,Howard County,(410) 313-2730,(410)313-6443,39.2075,-76.8166
New Lexington Head Start,,228 W Jefferson St,,New Lexington,OH,43764,1014,Perry County,,(740) 342-1333,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 342-1333,(740)767-4500,39.7194,-82.2137
Logan Head Start,,420 Norwood Ave,,Logan,OH,43138,1793,Hocking County,,(740) 385-1880,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 385-1880,(740)767-4500,39.5353,-82.3934
Corning Head Start,,103 Marshall Street,,Corning,OH,43730,-1,Perry County,,(740) 347-4685,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 347-4685,(740)767-4500,39.6012,-82.0844
Athens Head Start,,507 Richland Ave,,Athens,OH,45701,3700,Athens County,,(740) 592-1124,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 592-1124,(740)767-4500,39.3064,-82.1042
Nelsonville Head Start,,40 Saint Charles St,,Nelsonville,OH,45764,1504,Athens County,,(740) 753-9404,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 753-9404,(740)767-4500,39.458,-82.2262
Laurelville Head Start,,16196 Maple St,,Laurelville,OH,43135,7523,Hocking County,,(740) 332-1377,,05CH011358,0,Hocking Athens Perry Community Action,3 Cardaras Dr,,Glouster,OH,45732,8011,Athens County,(740) 332-1377,(740)767-4500,39.4708,-82.7329
Orbisonia Head Start,,618 Water St,,Orbisonia,PA,17243,9424,Huntingdon County,,(814) 447-5653,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 447-5653,(814)643-6800 - 138,40.2383,-77.8912
Broad Top Head Start,,4414 Medical Center Drive,,Broad Top,PA,16621,-1,Huntingdon County,,(814) 635-4137,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 635-4137,(814)643-6800 - 138,40.2008,-78.1339
Juniata Valley Head Start,,7588 Bridge St,,Alexandria,PA,16611,2719,Huntingdon County,,(814) 669-4322,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 669-4322,(814)643-6800 - 138,40.5524,-78.0996
Mount Union Head Start,,230 W Davis St,,Mount Union,PA,17066,1913,Huntingdon County,,(814) 542-4818,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 542-4818,(814)643-6800 - 138,40.384,-77.8883
Shade Gap,,22638 Croghan Pike,,Shade Gap,PA,17255,9271,Huntingdon County,,(814) 447-5529,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 447-5529,(814)643-6800 - 138,40.1716,-77.864
Huntingdon High School Classroom,,2400 Cassady Ave,,Huntingdon,PA,16652,2618,Huntingdon County,,(814) 643-1080,,03CH011363,0,Huntingdon County Child and Adult Development Corp.,52 Juniata Avenue,,Huntingdon,PA,16652,1255,Huntingdon County,(814) 643-1080,(814)643-6800 - 138,40.5046,-78.0122
Timmonsville Education Center,,304 Kemper St,,Timmonsville,SC,29161,1922,Florence County,,(843) 346-4586,,04CH011291,0,PEE DEE COMMUNITY ACTION PARTNERSHIP,2685 S Irby St,Fl 1,Florence,SC,29505,3440,Florence County,(843) 346-4586,(843)678-3414 - 2130,34.123,-79.9349
Centeno UISD,,2710 La Pita Mangana Rd,,Laredo,TX,78046,7538,Webb County,,(956) 473-8884,,06CH011213,0,Webb County Commissioners,"5904 West Drive, Suites 6 & 7",,Laredo,TX,78044,2397,Webb County,(956) 473-8884,(956)795-1515,27.4523,-99.4665
Silverthorne Elementary,,1010 Hamilton Creek Rd,,Silverthorne,CO,80498,9505,Summit County,,(970) 368-1600,,08CH011376,0,Summit County Head Start 0-5,208 E. Lincoln Avenue,,Breckenridge,CO,80424,-1,Summit County,(970) 368-1600,(970)406-3069,39.6646,-106.0752
Dillon Valley Elementary,,108 Deer Path Rd,,Dillon,CO,80435,-1,Summit County,,(970) 368-1400,,08CH011376,0,Summit County Head Start 0-5,208 E. Lincoln Avenue,,Breckenridge,CO,80424,-1,Summit County,(970) 368-1400,(970)406-3069,39.6394,-106.0395
Summit County Preschool,,70 W Main St,,Frisco,CO,80443,-1,Summit County,,(970) 668-5508,,08CH011376,0,Summit County Head Start 0-5,208 E. Lincoln Avenue,,Breckenridge,CO,80424,-1,Summit County,(970) 668-5508,(970)406-3069,39.5747,-106.1044
Upper Blue Elementary,,1200 Airport Rd,,Breckenridge,CO,80424,-1,Summit County,,(970) 368-1800,,08CH011376,0,Summit County Head Start 0-5,208 E. Lincoln Avenue,,Breckenridge,CO,80424,-1,Summit County,(970) 368-1800,(970)406-3069,39.5005,-106.0489
Lake Dillon Preschool and Early Learning Center,,200 Village Place,,Dillon,CO,80435,-1,Summit County,,(970) 468-1606,,08CH011376,0,Summit County Head Start 0-5,208 E. Lincoln Avenue,,Breckenridge,CO,80424,-1,Summit County,(970) 468-1606,(970)406-3069,39.6278,-106.0452
Park Avenue EXD (Merged with 1201 Park Ave),,1201 Park Ave,,Bremerton,WA,98337,1760,Kitsap County,,(360) 473-2096,,10CH010928,0,Kitsap Community Resources,845 8th St, ,Bremerton,WA,98337,1517,Kitsap County,(360) 473-2096,(360)473-2075,47.572,-122.6309
Armin Jahr AM PM,,800 Dibb St,,Bremerton,WA,98310,2777,Kitsap County,,(360) 473-4130,,10CH010928,0,Kitsap Community Resources,845 8th St, ,Bremerton,WA,98337,1517,Kitsap County,(360) 473-4130,(360)473-2075,47.5921,-122.6355
Dallas United Methodist,,4 Parsonage St,,Dallas,PA,18612,1021,Luzerne County,,(570) 550-2739,,03CH010790,0,"LUZERNE COUNTY HEAD START, INC",23 Beekman St,,Wilkes Barre,PA,18702,2109,Luzerne County,(570) 550-2739,(570)829-6231,41.3383,-75.9637
Everett,,81 W 5th Ave,,Everett,PA,15537,1368,Bedford County,,(814) 652-9769,,03CH011378,0,Allegheny Lutheran Social Ministries,231 South Juliana Street,,Bedford,PA,15522,1717,Bedford County,(814) 652-9769,(814)624-3200,40.0056,-78.373
McConnellsburg,,104 Day Care Rd,,Mc Connellsburg,PA,17233,1458,Fulton County,,(717) 485-3141,,03CH011378,0,Allegheny Lutheran Social Ministries,231 South Juliana Street,,Bedford,PA,15522,1717,Bedford County,(717) 485-3141,(814)624-3200,39.927,-77.9885
New Paris,,4401 Cortland Rd,,New Paris,PA,15554,7833,Bedford County,,(814) 839-4588,,03CH011378,0,Allegheny Lutheran Social Ministries,231 South Juliana Street,,Bedford,PA,15522,1717,Bedford County,(814) 839-4588,(814)624-3200,40.1189,-78.6431
Northern Bedford County,,217 Nbc Dr,,Loysburg,PA,16659,9552,Bedford County,,(814) 766-2221,,03CH011378,0,Allegheny Lutheran Social Ministries,231 South Juliana Street,,Bedford,PA,15522,1717,Bedford County,(814) 766-2221,(814)624-3200,40.1779,-78.3805
Tussey,,124 Hitchens Road,,Defiance,PA,16633,-1,Bedford County,,(814) 635-3470,,03CH011378,0,Allegheny Lutheran Social Ministries,231 South Juliana Street,,Bedford,PA,15522,1717,Bedford County,(814) 635-3470,(814)624-3200,40.1611,-78.2284
W.S. Hornsby Elementary,,320 Kentucky Ave,,Augusta,GA,30901,2075,Richmond County,,(706) 823-6960,,04CH011153,0,"CSRA Economic Opportunity Authority, Inc.",1261 Greene St,,Augusta,GA,30901,2127,Richmond County,(706) 823-6960,(706)722-0493,33.4589,-81.9379
Apple Orchard,,770 Apple Orchard Rd,,Springfield,IL,62703,5924,Sangamon County,,(217) 528-8028,,05CH011036,0,"Springfield Urban League, Inc.",100 N 11th St,1108 East Cook Street,Springfield,IL,62703,1002,Sangamon County,(217) 528-8028,(217)789-0893 - 1210,39.7609,-89.6451
King School,,995 S End Rd,,Oregon City,OR,97045,3469,Clackamas County,,,,10CH010820,0,Clackamas County Children's Commission,16518 SE River Road,,Milwaukie,OR,97267,-1,Clackamas County,,(503)675-4565,45.339,-122.6215
Madison Elementary (Wood County),,1426 32nd St,,Parkersburg,WV,26104,1844,Wood County,,(304) 420-9563,,03CH010914,0,AFL-CIO Appalachian Council,"501 Leon Sullivan Way, Suite 200 (2nd Floor)",,Charleston,WV,25301,1246,Kanawha County,(304) 420-9563,(304)344-8098 - 3023,39.2835,-81.5337
Martin Elementary,,1301 Hillcrest St,,Parkersburg,WV,26101,7039,Wood County,,(304) 420-9625,,03CH010914,0,AFL-CIO Appalachian Council,"501 Leon Sullivan Way, Suite 200 (2nd Floor)",,Charleston,WV,25301,1246,Kanawha County,(304) 420-9625,(304)344-8098 - 3023,39.2323,-81.5339
Kiddy Korner Child Care Center (Jackson County BOE),,607 Church St S,,Ripley,WV,25271,1617,Jackson County,,(304) 372-2005,,03CH010914,0,AFL-CIO Appalachian Council,"501 Leon Sullivan Way, Suite 200 (2nd Floor)",,Charleston,WV,25301,1246,Kanawha County,(304) 372-2005,(304)344-8098 - 3023,38.8019,-81.6995
